# WFCD warframe-items Relics.json — DE projection uniqueName -> relic identity.
# unique_name	tier	relic_name	refinement
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeDSilver	Lith	E2	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeEBronze	Lith	A10	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeEGold	Lith	A10	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeEPlatinum	Lith	A10	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeESilver	Lith	A10	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeFBronze	Lith	K12	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeFGold	Lith	K12	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeFPlatinum	Lith	K12	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionCalibanPrimeFSilver	Lith	K12	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeABronze	Lith	O1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeAGold	Lith	O1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeAPlatinum	Lith	O1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeASilver	Lith	O1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeBBronze	Lith	Z2	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeBGold	Lith	Z2	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeBPlatinum	Lith	Z2	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeBSilver	Lith	Z2	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeCBronze	Lith	C3	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeCGold	Lith	C3	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeCPlatinum	Lith	C3	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeCSilver	Lith	C3	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeDBronze	Lith	B5	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeDGold	Lith	B5	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeDPlatinum	Lith	B5	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionChromaPrimeDSilver	Lith	B5	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionChromaZephyrVaultABronze	Lith	C8	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionChromaZephyrVaultAGold	Lith	C8	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionChromaZephyrVaultAPlatinum	Lith	C8	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionChromaZephyrVaultASilver	Lith	C8	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionChromaZephyrVaultBBronze	Lith	T6	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionChromaZephyrVaultBGold	Lith	T6	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionChromaZephyrVaultBPlatinum	Lith	T6	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionChromaZephyrVaultBSilver	Lith	T6	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionDBronze	Lith	V1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionDGold	Lith	V1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionDPlatinum	Lith	V1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionDSilver	Lith	V1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionEBronze	Lith	F2	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionEGold	Lith	F2	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionELFVaultABronze	Lith	G2	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionELFVaultAGold	Lith	G2	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionELFVaultAPlatinum	Lith	G2	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionELFVaultASilver	Lith	G2	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionEPlatinum	Lith	F2	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionESilver	Lith	F2	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionEmberRhinoVaultABronze	Lith	E1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionEmberRhinoVaultAGold	Lith	E1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionEmberRhinoVaultAPlatinum	Lith	E1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionEmberRhinoVaultASilver	Lith	E1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeABronze	Lith	M4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeAGold	Lith	M4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeAPlatinum	Lith	M4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeASilver	Lith	M4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeBBronze	Lith	A3	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeBGold	Lith	A3	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeBPlatinum	Lith	A3	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeBSilver	Lith	A3	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeCBronze	Lith	P2	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeCGold	Lith	P2	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeCPlatinum	Lith	P2	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionEquinoxPrimeCSilver	Lith	P2	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionFBronze	Lith	M1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionFGold	Lith	M1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionFPlatinum	Lith	M1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionFSilver	Lith	M1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionFrostMagVaultABronze	Lith	M8	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionFrostMagVaultAGold	Lith	M8	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionFrostMagVaultAPlatinum	Lith	M8	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionFrostMagVaultASilver	Lith	M8	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionFrostMagVaultBBronze	Lith	L4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionFrostMagVaultBGold	Lith	L4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionFrostMagVaultBPlatinum	Lith	L4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionFrostMagVaultBSilver	Lith	L4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGBronze	Lith	A1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGGold	Lith	A1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGPlatinum	Lith	A1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGSilver	Lith	A1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeABronze	Lith	G4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeAGold	Lith	G4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeAPlatinum	Lith	G4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeASilver	Lith	G4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeBBronze	Lith	K6	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeBGold	Lith	K6	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeBPlatinum	Lith	K6	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeBSilver	Lith	K6	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeCBronze	Lith	A4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeCGold	Lith	A4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeCPlatinum	Lith	A4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaraPrimeCSilver	Lith	A4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaKhoraVaultABronze	Lith	D6	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaKhoraVaultAGold	Lith	D6	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaKhoraVaultAPlatinum	Lith	D6	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaKhoraVaultASilver	Lith	D6	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeABronze	Lith	G5	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeAGold	Lith	G5	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeAPlatinum	Lith	G5	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeASilver	Lith	G5	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeBBronze	Lith	H4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeBGold	Lith	H4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeBPlatinum	Lith	H4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeBSilver	Lith	H4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeCBronze	Lith	Z3	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeCGold	Lith	Z3	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeCPlatinum	Lith	Z3	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeCSilver	Lith	Z3	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeDBronze	Lith	N11	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeDGold	Lith	N11	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeDPlatinum	Lith	N11	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeDSilver	Lith	N11	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeEBronze	Lith	S12	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeEGold	Lith	S12	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeEPlatinum	Lith	S12	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeESilver	Lith	S12	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeFBronze	Lith	N12	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeFGold	Lith	N12	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeFPlatinum	Lith	N12	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGarudaPrimeFSilver	Lith	N12	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaussGrendelVaultABronze	Lith	A11	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaussGrendelVaultAGold	Lith	A11	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaussGrendelVaultAPlatinum	Lith	A11	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaussGrendelVaultASilver	Lith	A11	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeABronze	Lith	C11	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeAGold	Lith	C11	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeAPlatinum	Lith	C11	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeASilver	Lith	C11	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeBBronze	Lith	A6	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeBGold	Lith	A6	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeBPlatinum	Lith	A6	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeBSilver	Lith	A6	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeCBronze	Lith	R5	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeCGold	Lith	R5	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeCPlatinum	Lith	R5	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeCSilver	Lith	R5	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeDBronze	Lith	G9	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeDGold	Lith	G9	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeDPlatinum	Lith	G9	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeDSilver	Lith	G9	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeEBronze	Lith	P8	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeEGold	Lith	P8	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeEPlatinum	Lith	P8	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeESilver	Lith	P8	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeFBronze	Lith	G10	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeFGold	Lith	G10	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeFPlatinum	Lith	G10	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGaussPrimeFSilver	Lith	G10	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeABronze	Lith	G8	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeAGold	Lith	G8	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeAPlatinum	Lith	G8	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeASilver	Lith	G8	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeBBronze	Lith	R4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeBGold	Lith	R4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeBPlatinum	Lith	R4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeBSilver	Lith	R4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeCBronze	Lith	C10	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeCGold	Lith	C10	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeCPlatinum	Lith	C10	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeCSilver	Lith	C10	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeDBronze	Lith	T10	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeDGold	Lith	T10	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeDPlatinum	Lith	T10	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeDSilver	Lith	T10	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeEBronze	Lith	N14	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeEGold	Lith	N14	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeEPlatinum	Lith	N14	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGrendelPrimeESilver	Lith	N14	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeABronze	Lith	D7	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeAGold	Lith	D7	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeAPlatinum	Lith	D7	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeASilver	Lith	D7	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeBBronze	Lith	L7	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeBGold	Lith	L7	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeBPlatinum	Lith	L7	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeBSilver	Lith	L7	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeCBronze	Lith	N18	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeCGold	Lith	N18	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeCPlatinum	Lith	N18	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeCSilver	Lith	N18	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeDBronze	Lith	G14	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeDGold	Lith	G14	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeDPlatinum	Lith	G14	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionGyrePrimeDSilver	Lith	G14	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowNekrosVaultABronze	Lith	K11	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowNekrosVaultAGold	Lith	K11	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowNekrosVaultAPlatinum	Lith	K11	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowNekrosVaultASilver	Lith	K11	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowNekrosVaultBBronze	Lith	H10	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowNekrosVaultBGold	Lith	H10	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowNekrosVaultBPlatinum	Lith	H10	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowNekrosVaultBSilver	Lith	H10	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeABronze	Lith	T8	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeAGold	Lith	T8	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeAPlatinum	Lith	T8	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeASilver	Lith	T8	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeBBronze	Lith	H3	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeBGold	Lith	H3	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeBPlatinum	Lith	H3	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeBSilver	Lith	H3	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeCBronze	Lith	C9	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeCGold	Lith	C9	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeCPlatinum	Lith	C9	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionHarrowPrimeCSilver	Lith	C9	Exceptional
